1.0 233.8297119140625
2.0 204.86790466308594
3.0 193.6153564453125
4.0 190.7763671875
5.0 195.78448994954428
6.0 206.44866434733072
7.0 224.42071533203125
8.0 242.03973897298178
9.0 248.3168690999349
10.0 239.98726908365884
11.0 239.637939453125
12.0 238.44392903645834
13.0 238.48825073242188
14.0 226.39862060546875
15.0 195.27812703450522
16.0 171.90445963541666
17.0 172.47164408365884
18.0 195.4657440185547
19.0 173.761962890625
20.0 170.21971130371094
21.0 177.99363708496094
22.0 176.0702870686849
23.0 171.20919799804688
24.0 158.50198364257812
25.0 140.74830118815103
26.0 147.56471252441406
27.0 153.28816731770834
28.0 160.76246643066406
29.0 182.32177734375
30.0 192.8787078857422
31.0 202.32384236653647
32.0 231.38065592447916
33.0 274.990478515625
34.0 310.81500244140625
35.0 326.41673787434894
36.0 325.0691833496094
37.0 318.5865173339844
38.0 320.66595458984375
39.0 314.2594909667969
40.0 293.2163798014323
41.0 247.49129740397134
42.0 191.8678741455078
43.0 143.63495381673178
44.0 115.86404164632161
45.0 102.82901255289714
46.0 77.641845703125
47.0 58.629706064860024
48.0 43.76539738972982
49.0 34.56599680582682
