1.0 222.15626525878906
2.0 256.1106669108073
3.0 248.9205118815104
4.0 239.53336588541666
5.0 252.3123575846354
6.0 267.1737060546875
7.0 259.3928476969401
8.0 239.84059143066406
9.0 217.76849365234375
10.0 200.91193644205728
11.0 191.1177775065104
12.0 175.49783833821616
13.0 165.47696940104166
14.0 165.2140858968099
15.0 163.12688700358072
16.0 153.94950358072916
17.0 140.39073181152344
18.0 133.01678212483725
19.0 130.0691655476888
20.0 126.92758178710938
21.0 116.65020497639973
22.0 115.9932378133138
23.0 123.43429056803386
24.0 131.51956176757812
25.0 133.0229466756185
26.0 134.17450714111328
27.0 145.19298553466797
28.0 141.18366495768228
29.0 130.87409210205078
30.0 129.7429656982422
31.0 131.7849909464518
32.0 131.61524454752603
33.0 142.52325439453125
34.0 156.78238932291666
35.0 172.9668935139974
36.0 168.66182963053384
37.0 161.36236063639322
38.0 144.75643157958984
39.0 127.19972737630208
40.0 114.42854309082031
41.0 96.30513254801433
42.0 86.88644409179688
43.0 87.48618825276692
44.0 82.01125844319661
45.0 85.30531056722005
46.0 96.98086039225261
47.0 116.08089955647786
48.0 103.84515380859375
49.0 92.65554428100586
50.0 64.83572387695312
51.0 68.59361267089844
52.0 77.92587280273438
53.0 106.82670084635417
54.0 138.48936208089194
55.0 166.46996053059897
56.0 179.44683837890625
57.0 201.36011759440103
58.0 226.36173502604166
59.0 238.13768513997397
60.0 234.10929361979166
61.0 224.7642618815104
62.0 216.20744832356772
63.0 195.64827982584634
64.0 161.15609741210938
65.0 149.26930491129556
66.0 139.76844278971353
67.0 113.20164744059245
68.0 77.30180994669597
69.0 45.34831237792969
